date;from;until;activity;subgroup;program;floor;roomcategory;capacity;area;credits;usercount;totalstudents
20251028;103000;123000;Oefensessie;PBA-VG-VG/2F2;PBA-VG-VG;3;laptoplokaal;38;97.40;3;6;8
20251028;103000;123000;Oefensessie;PBA-VG-VG/2F1;PBA-VG-VG;3;laptoplokaal;38;97.40;3;4;5
20251028;103000;123000;Oefensessie;PBA-VG-VG/2E2;PBA-VG-VG;3;laptoplokaal;38;97.40;3;7;7
20251118;103000;123000;Oefensessie;PBA-VG-VG/2F2;PBA-VG-VG;2;laptoplokaal;28;56.23;3;2;8
20251118;103000;123000;Oefensessie;PBA-VG-VG/2F1;PBA-VG-VG;2;laptoplokaal;28;56.23;3;3;5
20251118;103000;123000;Oefensessie;PBA-VG-VG/2E2;PBA-VG-VG;2;laptoplokaal;28;56.23;3;1;7
20251125;103000;123000;Oefensessie;PBA-VG-VG/2F2;PBA-VG-VG;1;leslokaal;26;58.05;3;1;8
20251125;103000;123000;Oefensessie;PBA-VG-VG/2F1;PBA-VG-VG;1;leslokaal;26;58.05;3;1;5
20251125;103000;123000;Oefensessie;PBA-VG-VG/2E2;PBA-VG-VG;1;leslokaal;26;58.05;3;3;7
20251202;103000;123000;Oefensessie;PBA-VG-VG/2F2;PBA-VG-VG;1;leslokaal;26;58.05;3;3;8
20251202;103000;123000;Oefensessie;PBA-VG-VG/2F1;PBA-VG-VG;1;leslokaal;26;58.05;3;2;5
20251202;103000;123000;Oefensessie;PBA-VG-VG/2E2;PBA-VG-VG;1;leslokaal;26;58.05;3;6;7
20251209;103000;123000;Oefensessie;PBA-VG-VG/2F2;PBA-VG-VG;1;leslokaal;26;58.05;3;6;8
20251209;103000;123000;Oefensessie;PBA-VG-VG/2F1;PBA-VG-VG;1;leslokaal;26;58.05;3;5;5
20251209;103000;123000;Oefensessie;PBA-VG-VG/2E2;PBA-VG-VG;1;leslokaal;26;58.05;3;7;7
20251007;81500;101500;Activerend hoorcollege;PBA-VG-VG/2F2;PBA-VG-VG;2;leslokaal;41;55.93;3;0;9
20251007;81500;101500;Activerend hoorcollege;PBA-VG-VG/2F1;PBA-VG-VG;2;leslokaal;41;55.93;3;0;9
20251007;81500;101500;Activerend hoorcollege;PBA-VG-VG/2E2;PBA-VG-VG;2;leslokaal;41;55.93;3;1;10
20251028;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2F2;PBA-VG-VG;1;leslokaal;45;73.75;3;7;9
20251028;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2F1;PBA-VG-VG;1;leslokaal;45;73.75;3;7;9
20251028;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2E2;PBA-VG-VG;1;leslokaal;45;73.75;3;9;10
20251125;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2F2;PBA-VG-VG;4;leslokaal;54;70.33;3;1;9
20251125;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2F1;PBA-VG-VG;4;leslokaal;54;70.33;3;1;9
20251125;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2E2;PBA-VG-VG;4;leslokaal;54;70.33;3;0;10
20251007;103000;123000;Activerend hoorcollege;PBA-VG-VG/2D2;PBA-VG-VG;2;leslokaal;41;55.93;3;0;14
20251007;103000;123000;Activerend hoorcollege;PBA-VG-VG/2D1;PBA-VG-VG;2;leslokaal;41;55.93;3;0;15
20251007;103000;123000;Activerend hoorcollege;PBA-VG-VG/2E1;PBA-VG-VG;2;leslokaal;41;55.93;3;1;14
20251028;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2D2;PBA-VG-VG;2;leslokaal;41;55.93;3;9;14
20251028;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2D1;PBA-VG-VG;2;leslokaal;41;55.93;3;8;15
20251028;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2E1;PBA-VG-VG;2;leslokaal;41;55.93;3;10;14
20251125;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2D2;PBA-VG-VG;4;leslokaal;54;70.33;3;0;14
20251125;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2D1;PBA-VG-VG;4;leslokaal;54;70.33;3;0;15
20251125;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2E1;PBA-VG-VG;4;leslokaal;54;70.33;3;1;14
20251003;81500;101500;Activerend hoorcollege;PBA-VG-VG/2B1;PBA-VG-VG;1;leslokaal;45;73.75;3;3;16
20251003;81500;101500;Activerend hoorcollege;PBA-VG-VG/2A1;PBA-VG-VG;1;leslokaal;45;73.75;3;3;14
20251003;81500;101500;Activerend hoorcollege;PBA-VG-VG/2A2;PBA-VG-VG;1;leslokaal;45;73.75;3;3;15
20251024;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2B1;PBA-VG-VG;1;leslokaal;45;73.75;3;0;16
20251024;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2A1;PBA-VG-VG;1;leslokaal;45;73.75;3;0;14
20251024;81500;101500;Examen (vaardigheidstest);PBA-VG-VG/2A2;PBA-VG-VG;1;leslokaal;45;73.75;3;0;15
20251003;103000;123000;Activerend hoorcollege;PBA-VG-VG/2C2;PBA-VG-VG;1;leslokaal;45;73.75;3;0;12
20251003;103000;123000;Activerend hoorcollege;PBA-VG-VG/2C1;PBA-VG-VG;1;leslokaal;45;73.75;3;0;14
20251003;103000;123000;Activerend hoorcollege;PBA-VG-VG/2B2;PBA-VG-VG;1;leslokaal;45;73.75;3;0;12
20251024;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2C2;PBA-VG-VG;1;leslokaal;45;73.75;3;12;12
20251024;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2C1;PBA-VG-VG;1;leslokaal;45;73.75;3;8;14
20251024;103000;123000;Examen (vaardigheidstest);PBA-VG-VG/2B2;PBA-VG-VG;1;leslokaal;45;73.75;3;8;12
20251202;133000;153000;Begeleiding;PBA-CH/1C2;PBA-CH;4;leslokaal;48;105.12;5;4;10
20251202;133000;153000;Begeleiding;PBA-CH/1D2;PBA-CH;4;leslokaal;48;105.12;5;5;10
20251202;133000;153000;Begeleiding;PBA-CH/1C1;PBA-CH;4;leslokaal;48;105.12;5;6;10
20251202;133000;153000;Begeleiding;PBA-CH/1B2;PBA-CH;4;leslokaal;48;105.12;5;8;10
20251202;133000;153000;Begeleiding;PBA-CH/1B1;PBA-CH;4;leslokaal;48;105.12;5;3;9
20251202;133000;153000;Begeleiding;PBA-CH/1D1;PBA-CH;4;leslokaal;48;105.12;5;1;11
20251202;154500;174500;Begeleiding;PBA-CH/1A2;PBA-CH;4;leslokaal;48;105.12;5;5;10
20251202;154500;174500;Begeleiding;PBA-CH/1A1;PBA-CH;4;leslokaal;48;105.12;5;4;10
20251202;154500;174500;Begeleiding;PBA-CH/1G1;PBA-CH;4;leslokaal;48;105.12;5;2;10
20251202;154500;174500;Begeleiding;PBA-CH/1G2;PBA-CH;4;leslokaal;48;105.12;5;3;10
20250926;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;laptoplokaal;90;142.48;3;5;7
20250926;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;laptoplokaal;90;142.48;3;4;9
20250926;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;laptoplokaal;90;142.48;3;5;8
20251003;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;4;7
20251003;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;3;9
20251003;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;3;8
20251010;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;0;7
20251010;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;0;9
20251010;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;0;8
20251017;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;laptoplokaal;42;75.06;3;0;7
20251017;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;laptoplokaal;42;75.06;3;1;9
20251017;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;laptoplokaal;42;75.06;3;3;8
20251024;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;0;7
20251024;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;0;9
20251024;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;0;8
20251031;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;3;7
20251031;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;6;9
20251031;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;5;8
20251107;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;0;7
20251107;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;0;9
20251107;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;4;8
20251121;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;0;7
20251121;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;3;9
20251121;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;4;8
20251128;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;laptoplokaal;42;75.06;3;1;7
20251128;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;laptoplokaal;42;75.06;3;1;9
20251128;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;laptoplokaal;42;75.06;3;4;8
20251205;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;1;7
20251205;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;2;9
20251205;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;2;8
20251212;81500;101500;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;1;PC-klas;60;106.53;3;3;7
20251212;81500;101500;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;1;PC-klas;60;106.53;3;5;9
20251212;81500;101500;Oefensessie;PBA-VG-VG/2B2;PBA-VG-VG;1;PC-klas;60;106.53;3;5;8
20250926;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;1;PC-klas;60;106.53;3;11;12
20250926;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;1;PC-klas;60;106.53;3;6;12
20250926;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;1;PC-klas;60;106.53;3;9;12
20251003;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;3;laptoplokaal;69;129.94;3;0;12
20251003;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;3;laptoplokaal;69;129.94;3;4;12
20251003;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;3;laptoplokaal;69;129.94;3;6;12
20251017;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;3;12
20251017;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;2;12
20251017;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;4;laptoplokaal;40;98.00;3;1;12
20251024;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;3;laptoplokaal;38;70.04;3;5;12
20251024;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;3;laptoplokaal;38;70.04;3;7;12
20251024;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;3;laptoplokaal;38;70.04;3;10;12
20251031;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;4;12
20251031;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;9;12
20251031;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;4;laptoplokaal;40;98.00;3;9;12
20251107;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;4;12
20251107;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;5;12
20251107;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;4;laptoplokaal;40;98.00;3;7;12
20251121;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;1;PC-klas;60;106.53;3;3;12
20251121;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;1;PC-klas;60;106.53;3;5;12
20251121;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;1;PC-klas;60;106.53;3;4;12
20251128;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;3;12
20251128;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;8;12
20251128;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;4;laptoplokaal;40;98.00;3;7;12
20251205;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;4;12
20251205;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;4;laptoplokaal;40;98.00;3;3;12
20251205;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;4;laptoplokaal;40;98.00;3;4;12
20251212;103000;123000;Oefensessie;PBA-VG-VG/2B1;PBA-VG-VG;1;PC-klas;60;106.53;3;6;12
20251212;103000;123000;Oefensessie;PBA-VG-VG/2A1;PBA-VG-VG;1;PC-klas;60;106.53;3;11;12
20251212;103000;123000;Oefensessie;PBA-VG-VG/2A2;PBA-VG-VG;1;PC-klas;60;106.53;3;11;12
20251124;103000;123000;Activerend hoorcollege;PBA-CH-CH/3A;PBA-CH-CH;3;laptoplokaal;27;52.20;3;7;13
20251124;103000;123000;Activerend hoorcollege;PBA-CH-CH/3B;PBA-CH-CH;3;laptoplokaal;27;52.20;3;9;14
20251201;81500;101500;Activerend hoorcollege;PBA-CH-CH/3A;PBA-CH-CH;1;laptoplokaal;38;70.51;3;6;13
20251201;81500;101500;Activerend hoorcollege;PBA-CH-CH/3B;PBA-CH-CH;1;laptoplokaal;38;70.51;3;12;14
20251208;81500;101500;Activerend hoorcollege;PBA-CH-CH/3A;PBA-CH-CH;3;laptoplokaal;38;70.04;3;7;13
20251208;81500;101500;Activerend hoorcollege;PBA-CH-CH/3B;PBA-CH-CH;3;laptoplokaal;38;70.04;3;12;14
20251128;81500;101500;Activerend hoorcollege;PBA-CH-MTE/3A2;PBA-CH-MTE;1;auditorium;107;125.11;3;1;3
20251128;81500;101500;Activerend hoorcollege;PBA-CH-CH/3A;PBA-CH-CH;1;auditorium;107;125.11;3;0;12
20251128;81500;101500;Activerend hoorcollege;PBA-CH-MTE/3A1;PBA-CH-MTE;1;auditorium;107;125.11;3;0;4
20251128;81500;101500;Activerend hoorcollege;PBA-CH-CH/3B;PBA-CH-CH;1;auditorium;107;125.11;3;1;12
20251128;81500;101500;Activerend hoorcollege;PBA-CH-BCH/3A;PBA-CH-BCH;1;auditorium;107;125.11;3;0;11
20251128;81500;101500;Activerend hoorcollege;PBA-CH-BCH/3B;PBA-CH-BCH;1;auditorium;107;125.11;3;1;14
20251128;81500;101500;Activerend hoorcollege;PBA-CH-MTE/3A3;PBA-CH-MTE;1;auditorium;107;125.11;3;0;1
20251128;81500;101500;Activerend hoorcollege;PBA-CH-MTE/3A4;PBA-CH-MTE;1;auditorium;107;125.11;3;0;2
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1E1;PBA-VG-VG;0;auditorium;381;363.73;2;9;18
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1F1;PBA-VG-VG;0;auditorium;381;363.73;2;8;19
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1C2;PBA-VG-VG;0;auditorium;381;363.73;2;1;20
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1B2;PBA-VG-VG;0;auditorium;381;363.73;2;10;21
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1F2;PBA-VG-VG;0;auditorium;381;363.73;2;4;22
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1A2;PBA-VG-VG;0;auditorium;381;363.73;2;6;21
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1D2;PBA-VG-VG;0;auditorium;381;363.73;2;4;22
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1E2;PBA-VG-VG;0;auditorium;381;363.73;2;6;21
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1A1;PBA-VG-VG;0;auditorium;381;363.73;2;10;20
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1B1;PBA-VG-VG;0;auditorium;381;363.73;2;9;20
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1C1;PBA-VG-VG;0;auditorium;381;363.73;2;5;20
20251002;154500;174500;Activerend hoorcollege;PBA-VG-VG/1D1;PBA-VG-VG;0;auditorium;381;363.73;2;4;21
20251008;133000;153000;Activerend hoorcollege;PBA-VDK/2A;PBA-VDK;1;auditorium;110;128.05;5;20;26
20251008;133000;153000;Activerend hoorcollege;PBA-VDK/2B;PBA-VDK;1;auditorium;110;128.05;5;20;22
20251008;133000;153000;Activerend hoorcollege;PBA-VDK/2C;PBA-VDK;1;auditorium;110;128.05;5;19;24
20251008;133000;153000;Activerend hoorcollege;PBA-VDK/2D;PBA-VDK;1;auditorium;110;128.05;5;22;26
20251023;81500;101500;Activerend hoorcollege;PBA-VDK/2A;PBA-VDK;1;auditorium;110;128.05;5;12;26
20251023;81500;101500;Activerend hoorcollege;PBA-VDK/2B;PBA-VDK;1;auditorium;110;128.05;5;5;22
20251023;81500;101500;Activerend hoorcollege;PBA-VDK/2C;PBA-VDK;1;auditorium;110;128.05;5;13;24
20251023;81500;101500;Activerend hoorcollege;PBA-VDK/2D;PBA-VDK;1;auditorium;110;128.05;5;21;26
20251023;103000;123000;Activerend hoorcollege;PBA-VDK/2A;PBA-VDK;1;auditorium;110;128.05;5;12;26
20251023;103000;123000;Activerend hoorcollege;PBA-VDK/2B;PBA-VDK;1;auditorium;110;128.05;5;6;22
20251023;103000;123000;Activerend hoorcollege;PBA-VDK/2C;PBA-VDK;1;auditorium;110;128.05;5;16;24
20251023;103000;123000;Activerend hoorcollege;PBA-VDK/2D;PBA-VDK;1;auditorium;110;128.05;5;21;26
20251113;103000;123000;Oefensessie;PBA-VDK/1A;PBA-VDK;1;auditorium;110;128.05;3;1;17
20251113;103000;123000;Oefensessie;PBA-VDK/1B;PBA-VDK;1;auditorium;110;128.05;3;0;20
20251113;103000;123000;Oefensessie;PBA-VDK/1C;PBA-VDK;1;auditorium;110;128.05;3;1;19
20251113;103000;123000;Oefensessie;PBA-VDK/1D;PBA-VDK;1;auditorium;110;128.05;3;0;20
20251113;103000;123000;Oefensessie;PBA-VDK/1H1;PBA-VDK;1;auditorium;110;128.05;3;0;1
20251113;103000;123000;Oefensessie;PBA-VDK/1H2;PBA-VDK;1;auditorium;110;128.05;3;0;1
20251113;103000;123000;Oefensessie;PBA-VDK/1H3;PBA-VDK;1;auditorium;110;128.05;3;0;1
20251113;103000;123000;Oefensessie;PBA-VDK/1H4;PBA-VDK;1;auditorium;110;128.05;3;0;1
20251120;81500;101500;Oefensessie;PBA-VDK/1A;PBA-VDK;2;auditorium;107;128.35;3;12;17
20251120;81500;101500;Oefensessie;PBA-VDK/1B;PBA-VDK;2;auditorium;107;128.35;3;15;20
20251120;81500;101500;Oefensessie;PBA-VDK/1C;PBA-VDK;2;auditorium;107;128.35;3;11;19
20251120;81500;101500;Oefensessie;PBA-VDK/1D;PBA-VDK;2;auditorium;107;128.35;3;12;20
20251120;81500;101500;Oefensessie;PBA-VDK/1H1;PBA-VDK;2;auditorium;107;128.35;3;0;1
20251120;81500;101500;Oefensessie;PBA-VDK/1H2;PBA-VDK;2;auditorium;107;128.35;3;0;1
20251120;81500;101500;Oefensessie;PBA-VDK/1H3;PBA-VDK;2;auditorium;107;128.35;3;1;1
20251120;81500;101500;Oefensessie;PBA-VDK/1H4;PBA-VDK;2;auditorium;107;128.35;3;0;1
20251128;133000;153000;Oefensessie;PBA-VDK/1E;PBA-VDK;3;auditorium;101;118.11;3;0;18
20251128;133000;153000;Oefensessie;PBA-VDK/1F;PBA-VDK;3;auditorium;101;118.11;3;0;18
20251128;133000;153000;Oefensessie;PBA-VDK/1G;PBA-VDK;3;auditorium;101;118.11;3;0;18
20251128;133000;153000;Oefensessie;PBA-VDK/1H6;PBA-VDK;3;auditorium;101;118.11;3;0;1
20250926;133000;153000;Activerend hoorcollege;PBA-LA-AU/2;PBA-LA-AU;1;leslokaal;20;55.94;3;4;5
20250930;133000;153000;Activerend hoorcollege;PBA-LA-AU/2;PBA-LA-AU;2;leslokaal;35;55.93;3;5;5
20251006;133000;153000;Activerend hoorcollege;PBA-LA-AU/2;PBA-LA-AU;4;leslokaal;35;52.53;3;4;5
20251016;154500;174500;Activerend hoorcollege;PBA-LA-AU/2;PBA-LA-AU;1;leslokaal;20;55.94;3;5;5
20251022;133000;153000;Activerend hoorcollege;PBA-LA-AU/2;PBA-LA-AU;1;leslokaal;20;55.94;3;4;5
20251113;104500;124500;Begeleiding;PBA-AGR-VOE/2A2;PBA-AGR-VOE;2;leslokaal;35;55.91;5;0;2
20251113;104500;124500;Begeleiding;PBA-AGR-VOE/2A1;PBA-AGR-VOE;2;leslokaal;35;55.91;5;6;12
20250925;133000;153000;Activerend hoorcollege;PBA-LA/1A;PBA-LA;1;auditorium;107;127.64;3;14;22
20250925;133000;153000;Activerend hoorcollege;PBA-LA/1B;PBA-LA;1;auditorium;107;127.64;3;11;18
20250925;133000;153000;Activerend hoorcollege;PBA-LA/1C;PBA-LA;1;auditorium;107;127.64;3;19;24
20250925;133000;153000;Activerend hoorcollege;PBA-LA/1D;PBA-LA;1;auditorium;107;127.64;3;18;24
20251008;154500;174500;Oefensessie;PBA-VDK/2A;PBA-VDK;1;auditorium;107;127.64;8;18;23
20251008;154500;174500;Oefensessie;PBA-VDK/2B;PBA-VDK;1;auditorium;107;127.64;8;17;23
20251008;154500;174500;Oefensessie;PBA-VDK/2C;PBA-VDK;1;auditorium;107;127.64;8;14;19
20251008;154500;174500;Oefensessie;PBA-VDK/2D;PBA-VDK;1;auditorium;107;127.64;8;20;23
20251205;133000;150000;Oefensessie;PBA-VG-VG/2C2;PBA-VG-VG;2;leslokaal;76;94.26;4;3;10
20251205;133000;150000;Oefensessie;PBA-VG-VG/2D2;PBA-VG-VG;2;leslokaal;76;94.26;4;2;10
20251205;133000;150000;Oefensessie;PBA-VG-VG/2C1;PBA-VG-VG;2;leslokaal;76;94.26;4;8;10
20251205;133000;150000;Oefensessie;PBA-VG-VG/2D1;PBA-VG-VG;2;leslokaal;76;94.26;4;7;16
20251205;110000;123000;Oefensessie;PBA-VG-VG/2F2;PBA-VG-VG;2;leslokaal;76;94.26;4;10;13
20251205;110000;123000;Oefensessie;PBA-VG-VG/2F1;PBA-VG-VG;2;leslokaal;76;94.26;4;2;8
20251205;110000;123000;Oefensessie;PBA-VG-VG/2E1;PBA-VG-VG;2;leslokaal;76;94.26;4;4;9
20251205;110000;123000;Oefensessie;PBA-VG-VG/2E2;PBA-VG-VG;2;leslokaal;76;94.26;4;7;9
20250926;103000;123000;Activerend hoorcollege;PBA-VDK/2A;PBA-VDK;0;auditorium;381;363.73;3;18;23
20250926;103000;123000;Activerend hoorcollege;PBA-VDK/2B;PBA-VDK;0;auditorium;381;363.73;3;19;23
20250926;103000;123000;Activerend hoorcollege;PBA-VDK/2C;PBA-VDK;0;auditorium;381;363.73;3;17;21
20250926;103000;123000;Activerend hoorcollege;PBA-VDK/2D;PBA-VDK;0;auditorium;381;363.73;3;22;26
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2C2;PBA-VG-VG;0;auditorium;381;363.73;3;1;7
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2D2;PBA-VG-VG;0;auditorium;381;363.73;3;2;9
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2C1;PBA-VG-VG;0;auditorium;381;363.73;3;6;8
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2D1;PBA-VG-VG;0;auditorium;381;363.73;3;4;15
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2B1;PBA-VG-VG;0;auditorium;381;363.73;3;6;12
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2F2;PBA-VG-VG;0;auditorium;381;363.73;3;1;9
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2A1;PBA-VG-VG;0;auditorium;381;363.73;3;6;15
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2B2;PBA-VG-VG;0;auditorium;381;363.73;3;3;12
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2F1;PBA-VG-VG;0;auditorium;381;363.73;3;2;11
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2E1;PBA-VG-VG;0;auditorium;381;363.73;3;1;11
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2E2;PBA-VG-VG;0;auditorium;381;363.73;3;1;7
20251106;81500;101500;Activerend hoorcollege;PBA-VG-VG/2A2;PBA-VG-VG;0;auditorium;381;363.73;3;2;15
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2C2;PBA-VG-VG;0;auditorium;381;363.73;3;1;7
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2D2;PBA-VG-VG;0;auditorium;381;363.73;3;0;9
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2C1;PBA-VG-VG;0;auditorium;381;363.73;3;0;8
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2D1;PBA-VG-VG;0;auditorium;381;363.73;3;0;15
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2B1;PBA-VG-VG;0;auditorium;381;363.73;3;0;12
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2F2;PBA-VG-VG;0;auditorium;381;363.73;3;0;9
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2A1;PBA-VG-VG;0;auditorium;381;363.73;3;0;15
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2B2;PBA-VG-VG;0;auditorium;381;363.73;3;0;12
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2F1;PBA-VG-VG;0;auditorium;381;363.73;3;1;11
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2E1;PBA-VG-VG;0;auditorium;381;363.73;3;0;11
20251022;103000;123000;Activerend hoorcollege;PBA-VG-VG/2E2;PBA-VG-VG;0;auditorium;381;363.73;3;0;7
